datacenter_location,router_name,interface_ip,link_type,latency_ms,bandwidth_gbps,vulnerability_score,node_status,last_security_scan
US (Virginia-East),US_Distribution_Layer_05,172.28.142.119,Edge Distribution,5,10,0.17,Operational / Patch Compliant,2026-06-14T18:23:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_03,10.45.174.78,Backbone Trunk,2,400,0.16,Operational / Patch Compliant,2026-06-08T20:09:44Z
Ireland (Dublin-East),IRELAND_Distribution_Layer_03,10.240.250.2,Edge Distribution,19,40,0.11,Operational / Patch Compliant,2026-06-12T08:59:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_01,172.22.224.30,Edge Distribution,10,10,0.33,Operational / Patch Compliant,2026-06-13T06:58:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_02,10.65.242.35,Backbone Trunk,6,100,0.02,Operational / Patch Compliant,2026-06-15T05:18:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_05,172.24.95.23,Edge Distribution,14,10,0.05,Operational / Patch Compliant,2026-06-10T20:20:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_01,10.41.43.57,Inter-DC Transit,18,100,0.67,Mitigation Required,2026-06-09T11:59:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_05,172.23.81.35,Edge Distribution,21,40,0.18,Operational / Patch Compliant,2026-06-14T08:20:44Z
Singapore (South-Asia),SINGAPORE_Edge_Aggregation_05,172.20.87.199,Edge Distribution,14,10,0.23,Operational / Patch Compliant,2026-06-12T10:01:44Z
US (Virginia-East),US_Edge_Aggregation_03,10.255.138.49,Edge Distribution,6,40,0.14,Operational / Patch Compliant,2026-06-12T03:55:44Z
US (Virginia-East),US_Border_Gateway_05,10.252.210.239,Inter-DC Transit,18,40,0.32,Operational / Patch Compliant,2026-06-10T05:50:44Z
US (Virginia-East),US_Core_Backbone_03,10.250.16.236,Backbone Trunk,2,400,0.15,Operational / Patch Compliant,2026-06-09T03:01:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_01,10.133.99.134,Edge Distribution,11,40,0.86,Critical Exposure,2026-06-08T17:16:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_02,10.143.17.106,Inter-DC Transit,12,40,0.15,Operational / Patch Compliant,2026-06-11T07:06:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_02,172.16.47.240,Backbone Trunk,1,100,0.36,Operational / Patch Compliant,2026-06-13T20:42:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_02,10.94.83.252,Edge Distribution,18,10,0.1,Operational / Patch Compliant,2026-06-07T22:24:44Z
Ireland (Dublin-East),IRELAND_Distribution_Layer_04,10.40.65.109,Edge Distribution,5,10,0.03,Operational / Patch Compliant,2026-06-13T21:23:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_02,172.18.246.236,Backbone Trunk,6,100,0.28,Operational / Patch Compliant,2026-06-12T05:16:44Z
Singapore (South-Asia),SINGAPORE_Core_Backbone_01,172.28.131.72,Backbone Trunk,1,200,0.15,Operational / Patch Compliant,2026-06-13T04:16:44Z
Singapore (South-Asia),SINGAPORE_Edge_Aggregation_05,10.173.186.176,Edge Distribution,6,40,0.34,Operational / Patch Compliant,2026-06-13T16:08:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_01,172.27.18.230,Backbone Trunk,7,100,0.11,Operational / Patch Compliant,2026-06-10T02:26:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_03,172.22.76.35,Edge Distribution,14,40,0.16,Operational / Patch Compliant,2026-06-07T14:23:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_02,172.29.90.197,Inter-DC Transit,31,100,0.29,Operational / Patch Compliant,2026-06-13T17:23:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_05,172.25.38.1,Backbone Trunk,5,100,0.14,Operational / Patch Compliant,2026-06-14T19:06:44Z
US (Virginia-East),US_Distribution_Layer_01,10.67.89.149,Edge Distribution,17,40,0.05,Operational / Patch Compliant,2026-06-13T12:52:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_01,10.133.104.96,Backbone Trunk,7,200,0.72,Critical Exposure,2026-06-14T01:07:44Z
US (Virginia-East),US_Core_Backbone_04,172.19.141.208,Backbone Trunk,7,200,0.06,Operational / Patch Compliant,2026-06-10T08:17:44Z
US (Virginia-East),US_Distribution_Layer_02,10.153.100.72,Edge Distribution,13,40,0.27,Operational / Patch Compliant,2026-06-10T18:06:44Z
Singapore (South-Asia),SINGAPORE_Core_Backbone_02,172.20.123.48,Backbone Trunk,3,200,0.18,Operational / Patch Compliant,2026-06-10T12:08:44Z
Iceland (Reykjavik-HQ),ICELAND_Distribution_Layer_01,172.23.22.140,Edge Distribution,8,10,0.33,Operational / Patch Compliant,2026-06-11T18:42:44Z
US (Virginia-East),US_Border_Gateway_04,10.11.200.127,Inter-DC Transit,35,40,0.37,Operational / Patch Compliant,2026-06-13T09:14:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_04,10.177.27.133,Backbone Trunk,7,200,0.3,Operational / Patch Compliant,2026-06-14T06:26:44Z
Singapore (South-Asia),SINGAPORE_Edge_Aggregation_02,172.25.120.218,Edge Distribution,5,40,0.36,Operational / Patch Compliant,2026-06-12T14:28:44Z
Iceland (Reykjavik-HQ),ICELAND_Edge_Aggregation_05,172.28.213.68,Edge Distribution,19,10,0.25,Operational / Patch Compliant,2026-06-11T22:43:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_01,172.24.124.114,Backbone Trunk,8,400,0.1,Operational / Patch Compliant,2026-06-12T19:52:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_04,10.218.191.227,Backbone Trunk,5,400,0.66,Mitigation Required,2026-06-09T13:49:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_01,10.68.168.248,Edge Distribution,12,10,0.37,Operational / Patch Compliant,2026-06-13T08:10:44Z
Iceland (Reykjavik-HQ),ICELAND_Distribution_Layer_05,172.21.77.76,Edge Distribution,7,10,0.37,Operational / Patch Compliant,2026-06-08T15:21:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_05,172.25.59.94,Inter-DC Transit,24,100,0.71,Critical Exposure,2026-06-07T20:31:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_02,172.26.194.33,Edge Distribution,11,40,0.32,Operational / Patch Compliant,2026-06-09T16:34:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_05,172.22.143.29,Edge Distribution,15,40,0.23,Operational / Patch Compliant,2026-06-11T05:06:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_01,172.30.7.138,Backbone Trunk,6,100,0.04,Operational / Patch Compliant,2026-06-11T15:25:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_02,10.214.160.210,Backbone Trunk,7,100,0.23,Operational / Patch Compliant,2026-06-10T17:03:44Z
US (Virginia-East),US_Border_Gateway_04,10.231.82.174,Inter-DC Transit,14,40,0.18,Operational / Patch Compliant,2026-06-11T08:24:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_02,10.77.218.251,Edge Distribution,8,10,0.26,Operational / Patch Compliant,2026-06-08T07:23:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_01,172.17.101.175,Backbone Trunk,3,400,0.31,Operational / Patch Compliant,2026-06-12T10:18:44Z
Japan (Tokyo-North),JAPAN_Edge_Aggregation_05,172.31.142.204,Edge Distribution,8,10,0.28,Operational / Patch Compliant,2026-06-08T06:48:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_04,172.30.55.91,Inter-DC Transit,28,40,0.42,Operational / Patch Compliant,2026-06-09T11:59:44Z
US (Virginia-East),US_Core_Backbone_03,10.116.172.138,Backbone Trunk,3,100,0.36,Operational / Patch Compliant,2026-06-14T22:36:44Z
Singapore (South-Asia),SINGAPORE_Edge_Aggregation_02,10.8.175.56,Edge Distribution,6,10,0.32,Operational / Patch Compliant,2026-06-11T23:22:44Z
US (Virginia-East),US_Border_Gateway_04,10.204.3.30,Inter-DC Transit,25,40,0.09,Operational / Patch Compliant,2026-06-08T14:30:44Z
Japan (Tokyo-North),JAPAN_Border_Gateway_03,10.222.14.100,Inter-DC Transit,14,100,0.9,Critical Exposure,2026-06-11T22:42:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_05,172.19.92.134,Inter-DC Transit,34,40,0.4,Operational / Patch Compliant,2026-06-13T00:54:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_03,10.201.106.19,Backbone Trunk,6,400,0.44,Operational / Patch Compliant,2026-06-13T21:10:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_04,10.189.5.213,Backbone Trunk,4,400,0.37,Operational / Patch Compliant,2026-06-10T02:24:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_03,172.16.141.45,Edge Distribution,13,10,0.25,Operational / Patch Compliant,2026-06-07T12:30:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_01,10.36.149.79,Edge Distribution,18,10,0.39,Operational / Patch Compliant,2026-06-14T10:10:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_05,172.30.216.189,Edge Distribution,13,10,0.42,Operational / Patch Compliant,2026-06-11T10:04:44Z
US (Virginia-East),US_Distribution_Layer_01,172.16.5.219,Edge Distribution,21,40,0.3,Operational / Patch Compliant,2026-06-08T05:19:44Z
Iceland (Reykjavik-HQ),ICELAND_Distribution_Layer_05,10.217.238.181,Edge Distribution,5,10,0.34,Operational / Patch Compliant,2026-06-12T21:40:44Z
US (Virginia-East),US_Border_Gateway_02,10.30.160.80,Inter-DC Transit,12,40,0.23,Operational / Patch Compliant,2026-06-08T18:52:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_01,172.25.111.253,Backbone Trunk,4,200,0.05,Operational / Patch Compliant,2026-06-11T23:43:44Z
US (Virginia-East),US_Border_Gateway_05,172.17.46.70,Inter-DC Transit,35,40,0.37,Operational / Patch Compliant,2026-06-10T23:07:44Z
Iceland (Reykjavik-HQ),ICELAND_Edge_Aggregation_01,10.221.72.27,Edge Distribution,15,40,0.11,Operational / Patch Compliant,2026-06-08T16:29:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_04,172.30.49.242,Edge Distribution,22,10,0.87,Critical Exposure,2026-06-09T18:27:44Z
Singapore (South-Asia),SINGAPORE_Core_Backbone_03,172.24.74.167,Backbone Trunk,4,200,0.35,Operational / Patch Compliant,2026-06-07T13:08:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_04,10.78.222.164,Inter-DC Transit,31,40,0.03,Operational / Patch Compliant,2026-06-12T17:46:44Z
US (Virginia-East),US_Border_Gateway_04,172.21.102.191,Inter-DC Transit,33,40,0.44,Operational / Patch Compliant,2026-06-09T21:00:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_01,172.22.145.201,Backbone Trunk,6,200,0.34,Operational / Patch Compliant,2026-06-13T18:02:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_03,172.22.149.210,Backbone Trunk,8,200,0.42,Operational / Patch Compliant,2026-06-10T07:21:44Z
US (Virginia-East),US_Edge_Aggregation_05,172.30.69.215,Edge Distribution,16,40,0.19,Operational / Patch Compliant,2026-06-08T12:41:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_04,172.27.253.205,Edge Distribution,15,40,0.04,Operational / Patch Compliant,2026-06-15T08:58:44Z
Ireland (Dublin-East),IRELAND_Distribution_Layer_05,172.24.102.109,Edge Distribution,5,40,0.02,Operational / Patch Compliant,2026-06-14T08:02:44Z
Japan (Tokyo-North),JAPAN_Edge_Aggregation_04,172.16.59.96,Edge Distribution,20,40,0.05,Operational / Patch Compliant,2026-06-09T15:01:44Z
US (Virginia-East),US_Border_Gateway_05,172.18.118.213,Inter-DC Transit,20,40,0.29,Operational / Patch Compliant,2026-06-11T03:24:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_04,10.192.134.187,Backbone Trunk,3,400,0.25,Operational / Patch Compliant,2026-06-07T23:53:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_05,172.24.8.142,Edge Distribution,18,40,0.14,Operational / Patch Compliant,2026-06-14T17:33:44Z
US (Virginia-East),US_Core_Backbone_05,172.18.174.73,Backbone Trunk,3,100,0.99,Critical Exposure,2026-06-07T16:36:44Z
Singapore (South-Asia),SINGAPORE_Edge_Aggregation_05,10.32.74.32,Edge Distribution,14,10,0.29,Operational / Patch Compliant,2026-06-09T16:09:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_03,172.16.21.51,Inter-DC Transit,13,40,0.03,Operational / Patch Compliant,2026-06-07T19:03:44Z
US (Virginia-East),US_Distribution_Layer_01,172.22.71.70,Edge Distribution,20,40,0.09,Operational / Patch Compliant,2026-06-14T21:13:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_05,172.17.63.107,Backbone Trunk,6,200,0.33,Operational / Patch Compliant,2026-06-15T08:08:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_03,172.27.165.145,Backbone Trunk,1,200,0.17,Operational / Patch Compliant,2026-06-13T12:27:44Z
US (Virginia-East),US_Border_Gateway_05,10.215.191.100,Inter-DC Transit,12,100,0.05,Operational / Patch Compliant,2026-06-15T02:54:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_03,10.43.108.153,Edge Distribution,11,40,0.14,Operational / Patch Compliant,2026-06-13T19:10:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_03,10.42.165.148,Edge Distribution,15,40,0.27,Operational / Patch Compliant,2026-06-10T00:39:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_05,172.18.177.93,Backbone Trunk,6,100,0.29,Operational / Patch Compliant,2026-06-14T16:14:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_02,10.164.235.136,Backbone Trunk,3,400,0.43,Operational / Patch Compliant,2026-06-13T22:16:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_01,172.26.237.222,Backbone Trunk,6,200,0.12,Operational / Patch Compliant,2026-06-11T12:30:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_02,10.237.147.109,Edge Distribution,5,40,0.04,Operational / Patch Compliant,2026-06-10T03:59:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_05,172.17.162.238,Edge Distribution,5,40,0.87,Critical Exposure,2026-06-11T08:15:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_04,10.100.53.194,Inter-DC Transit,34,40,0.04,Operational / Patch Compliant,2026-06-12T06:50:44Z
Singapore (South-Asia),SINGAPORE_Edge_Aggregation_02,10.250.220.244,Edge Distribution,16,40,0.13,Operational / Patch Compliant,2026-06-09T00:19:44Z
US (Virginia-East),US_Distribution_Layer_03,172.24.28.96,Edge Distribution,20,40,0.57,Mitigation Required,2026-06-13T21:49:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_03,172.17.159.186,Inter-DC Transit,28,100,0.4,Operational / Patch Compliant,2026-06-13T02:40:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_02,172.24.4.105,Inter-DC Transit,16,100,0.21,Operational / Patch Compliant,2026-06-10T12:16:44Z
Singapore (South-Asia),SINGAPORE_Core_Backbone_02,10.36.89.202,Backbone Trunk,6,100,0.12,Operational / Patch Compliant,2026-06-10T11:14:44Z
US (Virginia-East),US_Edge_Aggregation_02,172.17.96.145,Edge Distribution,5,10,0.15,Operational / Patch Compliant,2026-06-11T03:13:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_04,172.19.154.177,Inter-DC Transit,26,100,0.43,Operational / Patch Compliant,2026-06-08T14:20:44Z
US (Virginia-East),US_Distribution_Layer_02,10.140.160.246,Edge Distribution,13,10,0.39,Operational / Patch Compliant,2026-06-12T08:11:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_01,172.17.240.184,Edge Distribution,10,10,0.01,Operational / Patch Compliant,2026-06-10T18:20:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_03,10.99.53.93,Edge Distribution,12,10,0.11,Operational / Patch Compliant,2026-06-08T02:20:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_03,172.17.39.131,Inter-DC Transit,23,40,0.02,Operational / Patch Compliant,2026-06-11T09:55:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_05,172.26.1.213,Backbone Trunk,4,400,0.96,Critical Exposure,2026-06-08T06:22:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_02,172.29.191.253,Inter-DC Transit,35,100,0.05,Operational / Patch Compliant,2026-06-13T02:01:44Z
US (Virginia-East),US_Distribution_Layer_04,10.152.169.186,Edge Distribution,19,10,0.31,Operational / Patch Compliant,2026-06-09T17:21:44Z
Singapore (South-Asia),SINGAPORE_Core_Backbone_03,172.31.249.110,Backbone Trunk,5,200,0.33,Operational / Patch Compliant,2026-06-09T21:27:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_04,172.19.98.251,Edge Distribution,12,40,0.34,Operational / Patch Compliant,2026-06-07T18:00:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_04,172.20.0.53,Edge Distribution,14,40,0.23,Operational / Patch Compliant,2026-06-15T09:13:44Z
Singapore (South-Asia),SINGAPORE_Core_Backbone_01,10.102.208.15,Backbone Trunk,4,100,0.41,Operational / Patch Compliant,2026-06-13T04:10:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_04,10.156.136.91,Inter-DC Transit,31,40,0.25,Operational / Patch Compliant,2026-06-14T16:15:44Z
Iceland (Reykjavik-HQ),ICELAND_Border_Gateway_05,172.21.121.166,Inter-DC Transit,20,40,0.12,Operational / Patch Compliant,2026-06-12T14:26:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_05,172.19.185.210,Edge Distribution,19,40,0.11,Operational / Patch Compliant,2026-06-08T14:43:44Z
US (Virginia-East),US_Edge_Aggregation_02,10.37.15.175,Edge Distribution,13,10,0.06,Operational / Patch Compliant,2026-06-10T22:27:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_02,10.110.156.38,Inter-DC Transit,35,100,0.34,Operational / Patch Compliant,2026-06-13T00:20:44Z
Iceland (Reykjavik-HQ),ICELAND_Distribution_Layer_03,172.27.117.59,Edge Distribution,10,40,0.26,Operational / Patch Compliant,2026-06-11T13:27:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_03,10.134.179.14,Edge Distribution,8,10,0.91,Critical Exposure,2026-06-12T17:57:44Z
US (Virginia-East),US_Distribution_Layer_01,172.21.156.194,Edge Distribution,12,10,0.3,Operational / Patch Compliant,2026-06-07T23:49:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_05,10.204.251.204,Edge Distribution,12,40,0.32,Operational / Patch Compliant,2026-06-14T14:18:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_01,10.131.193.3,Backbone Trunk,1,200,0.29,Operational / Patch Compliant,2026-06-08T22:01:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_01,10.169.181.38,Inter-DC Transit,23,100,0.36,Operational / Patch Compliant,2026-06-09T04:52:44Z
Ireland (Dublin-East),IRELAND_Distribution_Layer_05,172.26.169.174,Edge Distribution,15,40,0.21,Operational / Patch Compliant,2026-06-10T08:29:44Z
US (Virginia-East),US_Core_Backbone_04,172.26.97.26,Backbone Trunk,7,400,0.58,Mitigation Required,2026-06-11T10:13:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_03,10.19.134.167,Edge Distribution,12,10,0.17,Operational / Patch Compliant,2026-06-10T23:34:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_05,10.89.143.44,Backbone Trunk,7,400,0.07,Operational / Patch Compliant,2026-06-09T18:07:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_01,172.21.188.192,Backbone Trunk,8,100,0.08,Operational / Patch Compliant,2026-06-13T22:01:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_01,10.90.220.121,Edge Distribution,12,40,0.14,Operational / Patch Compliant,2026-06-11T08:49:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_05,172.28.213.165,Edge Distribution,17,40,0.12,Operational / Patch Compliant,2026-06-11T06:30:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_05,172.29.117.80,Inter-DC Transit,23,100,0.21,Operational / Patch Compliant,2026-06-09T17:25:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_02,172.30.52.70,Backbone Trunk,3,200,0.89,Critical Exposure,2026-06-10T02:07:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_04,172.30.160.173,Edge Distribution,8,40,0.09,Operational / Patch Compliant,2026-06-13T17:57:44Z
Singapore (South-Asia),SINGAPORE_Edge_Aggregation_04,172.22.64.132,Edge Distribution,12,10,0.4,Operational / Patch Compliant,2026-06-09T20:15:44Z
Iceland (Reykjavik-HQ),ICELAND_Distribution_Layer_05,10.159.209.114,Edge Distribution,15,10,0.29,Operational / Patch Compliant,2026-06-12T17:06:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_02,10.140.103.35,Backbone Trunk,3,200,0.07,Operational / Patch Compliant,2026-06-07T15:00:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_04,172.29.168.65,Backbone Trunk,2,100,0.13,Operational / Patch Compliant,2026-06-15T08:55:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_01,172.18.210.254,Inter-DC Transit,34,40,0.39,Operational / Patch Compliant,2026-06-13T23:30:44Z
Singapore (South-Asia),SINGAPORE_Core_Backbone_03,10.28.115.25,Backbone Trunk,2,200,0.36,Operational / Patch Compliant,2026-06-13T04:10:44Z
US (Virginia-East),US_Border_Gateway_01,172.30.235.141,Inter-DC Transit,32,40,0.15,Operational / Patch Compliant,2026-06-08T20:06:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_05,10.176.188.46,Edge Distribution,13,10,0.26,Operational / Patch Compliant,2026-06-09T13:42:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_02,172.29.62.143,Edge Distribution,15,10,0.42,Operational / Patch Compliant,2026-06-08T16:10:44Z
Singapore (South-Asia),SINGAPORE_Core_Backbone_01,172.29.132.156,Backbone Trunk,4,100,0.09,Operational / Patch Compliant,2026-06-10T11:09:44Z
US (Virginia-East),US_Core_Backbone_02,10.72.89.62,Backbone Trunk,1,100,0.25,Operational / Patch Compliant,2026-06-09T01:13:44Z
US (Virginia-East),US_Core_Backbone_04,172.30.105.143,Backbone Trunk,5,400,0.88,Critical Exposure,2026-06-13T04:46:44Z
US (Virginia-East),US_Edge_Aggregation_04,172.31.187.9,Edge Distribution,21,40,0.33,Operational / Patch Compliant,2026-06-14T11:23:44Z
